time,wx,wy,wz
3.676,-1.87,1.50,1.25
3.678,-1.93,1.68,1.27
3.683,-1.96,1.91,1.27
3.689,-1.96,2.16,1.25
3.693,-1.94,2.40,1.21
3.698,-1.89,2.62,1.18
3.703,-1.83,2.84,1.15
3.708,-1.77,3.06,1.13
3.713,-1.70,3.29,1.11
3.718,-1.65,3.51,1.10
3.724,-1.62,3.73,1.07
3.729,-1.62,3.94,1.02
3.734,-1.64,4.13,0.97
3.741,-1.68,4.29,0.90
3.743,-1.69,4.42,0.84
3.749,-1.65,4.50,0.79
3.753,-1.51,4.51,0.74
3.765,-1.23,4.35,0.68
3.766,-0.80,3.88,0.61
3.768,-0.27,3.10,0.49
3.788,0.21,2.14,0.36
3.789,0.51,1.14,0.26
3.790,0.60,0.20,0.22
3.790,0.54,-0.62,0.20
3.793,0.40,-1.18,0.17
3.799,0.30,-1.39,0.11
3.803,0.26,-1.29,0.03
3.809,0.32,-1.00,-0.05
3.813,0.47,-0.62,-0.11
3.818,0.70,-0.25,-0.17
3.824,0.99,-0.01,-0.24
3.829,1.30,0.02,-0.32
3.833,1.56,-0.11,-0.42
3.839,1.71,-0.36,-0.53
3.843,1.64,-0.55,-0.63
3.849,1.30,-0.43,-0.73
3.853,0.78,0.14,-0.80
3.866,0.24,0.96,-0.84
3.867,-0.22,1.75,-0.88
3.868,-0.54,2.31,-0.89
3.897,-0.73,2.64,-0.83
3.898,-0.72,2.75,-0.70
3.899,-0.35,2.69,-0.52
3.899,0.25,2.62,-0.32
3.899,0.86,2.65,-0.11
3.899,1.21,2.71,0.06
3.903,1.15,2.50,0.14
