time,wx,wy,wz
3.766,-1.20,-0.85,-0.05
3.772,-1.20,-0.80,-0.01
3.776,-1.16,-0.72,0.03
3.781,-1.09,-0.64,0.07
3.786,-0.99,-0.53,0.12
3.792,-0.87,-0.40,0.16
3.796,-0.73,-0.23,0.20
3.801,-0.60,0.00,0.23
3.806,-0.46,0.26,0.25
3.812,-0.33,0.53,0.27
3.816,-0.21,0.78,0.28
3.821,-0.08,1.02,0.28
3.826,0.06,1.23,0.27
3.831,0.19,1.42,0.25
3.836,0.30,1.56,0.23
3.841,0.38,1.66,0.20
3.846,0.41,1.74,0.17
3.851,0.40,1.80,0.14
3.856,0.36,1.85,0.10
3.861,0.33,1.85,0.07
3.866,0.29,1.81,0.04
3.871,0.26,1.72,0.02
3.877,0.24,1.60,0.01
3.881,0.21,1.46,0.01
3.886,0.17,1.32,0.01
3.891,0.12,1.18,0.01
3.897,0.06,1.04,0.02
3.901,-0.00,0.94,0.03
3.906,-0.07,0.86,0.04
3.912,-0.15,0.79,0.05
3.916,-0.24,0.73,0.06
3.921,-0.34,0.67,0.07
3.926,-0.45,0.63,0.08
3.932,-0.54,0.60,0.08
3.937,-0.61,0.59,0.07
3.941,-0.64,0.57,0.06
3.947,-0.63,0.58,0.05
3.952,-0.60,0.59,0.04
3.957,-0.56,0.60,0.03
3.961,-0.52,0.59,0.02
3.966,-0.51,0.54,-0.00
3.971,-0.54,0.48,-0.03
